,Ville,Code,Ville+Code
415,apremont,01100,apremont-01100
416,villieu-loyes-mollon,01800,villieu-loyes-mollon-01800
417,leyment,01150,leyment-01150
418,étrez,01340,étrez-01340
419,gercy,02140,gercy-02140
420,villemontoire,02210,villemontoire-02210
421,brancourt-le-grand,02110,brancourt-le-grand-02110
422,licy-clignon,02810,licy-clignon-02810
423,proisy,02120,proisy-02120
424,chambry,02000,chambry-02000
425,mont-saint-jean,02360,mont-saint-jean-02360
426,morgny-en-thiérache,02360,morgny-en-thiérache-02360
427,mesnil-saint-laurent,02720,mesnil-saint-laurent-02720
428,annois,02480,annois-02480
429,brunehamel,02360,brunehamel-02360
430,audignicourt,02300,audignicourt-02300
431,montigny-sur-crécy,02270,montigny-sur-crécy-02270
432,lor,02190,lor-02190
433,chivres-en-laonnois,02350,chivres-en-laonnois-02350
434,saint-gobain,02410,saint-gobain-02410
435,ugny-le-gay,02300,ugny-le-gay-02300
436,happencourt,02480,happencourt-02480
437,prouvais,02190,prouvais-02190
438,azy-sur-marne,02400,azy-sur-marne-02400
439,terny-sorny,02880,terny-sorny-02880
440,droizy,02210,droizy-02210
441,pignicourt,02190,pignicourt-02190
442,moussy-verneuil,02160,moussy-verneuil-02160
443,aguilcourt,02190,aguilcourt-02190
444,montaigu,02820,montaigu-02820
445,moulins,02160,moulins-02160
446,saulchery,02310,saulchery-02310
447,nanteuil-la-fosse,02880,nanteuil-la-fosse-02880
448,guignicourt,02190,guignicourt-02190
449,bucy-le-long,02880,bucy-le-long-02880
450,longpont,02600,longpont-02600
451,montgobert,02600,montgobert-02600
452,noircourt,02340,noircourt-02340
453,rozet-saint-albin,02210,rozet-saint-albin-02210
454,chivy-lès-étouvelles,02000,chivy-lès-étouvelles-02000
455,chavonne,02370,chavonne-02370
456,artonges,02330,artonges-02330
457,oisy,02450,oisy-02450
458,juvigny,02880,juvigny-02880
459,marchais-en-brie,02540,marchais-en-brie-02540
460,bouconville-vauclair,02860,bouconville-vauclair-02860
461,la bouteille,02140,la bouteille-02140
462,ly-fontaine,02440,ly-fontaine-02440
463,logny-lès-aubenton,02500,logny-lès-aubenton-02500
464,cuirieux,02350,cuirieux-02350
465,iron,02510,iron-02510
466,joncourt,02420,joncourt-02420
467,effry,02500,effry-02500
468,jumigny,02160,jumigny-02160
469,chaourse,02340,chaourse-02340
470,saint-rémy-blanzy,02210,saint-rémy-blanzy-02210
471,beaumont-en-beine,02300,beaumont-en-beine-02300
472,le plessier-huleu,02210,le plessier-huleu-02210
473,estrées,02420,estrées-02420
474,baulne-en-brie,02330,baulne-en-brie-02330
475,guivry,02300,guivry-02300
476,variscourt,02190,variscourt-02190
477,châtillon-sur-oise,02240,châtillon-sur-oise-02240
478,soissons,02200,soissons-02200
479,bray-saint-christophe,02480,bray-saint-christophe-02480
480,le hérie-la-viéville,02120,le hérie-la-viéville-02120
481,aubenton,02500,aubenton-02500
482,braye,02880,braye-02880
483,brissay-choigny,02240,brissay-choigny-02240
484,remaucourt,02100,remaucourt-02100
485,seraucourt-le-grand,02790,seraucourt-le-grand-02790
486,berry-au-bac,02190,berry-au-bac-02190
487,vivaise,02870,vivaise-02870
488,proviseux-et-plesnoy,02190,proviseux-et-plesnoy-02190
489,caumont,02300,caumont-02300
490,villers-le-sec,02240,villers-le-sec-02240
491,vichel-nanteuil,02210,vichel-nanteuil-02210
492,romery,02120,romery-02120
493,fontaine-lès-clercs,02680,fontaine-lès-clercs-02680
494,chéry-lès-pouilly,02000,chéry-lès-pouilly-02000
495,pithon,02480,pithon-02480
496,beaurieux,02160,beaurieux-02160
497,sinceny,02300,sinceny-02300
498,bouffignereux,02160,bouffignereux-02160
499,saint-gengoulph,02810,saint-gengoulph-02810
500,pargny-les-bois,02270,pargny-les-bois-02270
501,montigny-l'allier,02810,montigny-l'allier-02810
502,beuvardes,02130,beuvardes-02130
503,cuissy-et-geny,02160,cuissy-et-geny-02160
504,reuilly-sauvigny,02850,reuilly-sauvigny-02850
505,vailly-sur-aisne,02370,vailly-sur-aisne-02370
506,bièvres,02860,bièvres-02860
507,berny-rivière,02290,berny-rivière-02290
508,perles,02160,perles-02160
509,fontenelle-en-brie,02540,fontenelle-en-brie-02540
510,neuflieux,02300,neuflieux-02300
511,sainte-croix,02820,sainte-croix-02820
512,pargny-la-dhuys,02330,pargny-la-dhuys-02330
513,brenelle,02220,brenelle-02220
514,urvillers,02690,urvillers-02690
515,laversine,02600,laversine-02600
516,origny-sainte-benoite,02390,origny-sainte-benoite-02390
517,cuiry-housse,02220,cuiry-housse-02220
518,la neuville-lès-dorengt,02450,la neuville-lès-dorengt-02450
519,blanzy-lès-fismes,02160,blanzy-lès-fismes-02160
520,hargicourt,02420,hargicourt-02420
521,villers-sur-fère,02130,villers-sur-fère-02130
522,la hérie,02500,la hérie-02500
523,bonnesvalyn,02400,bonnesvalyn-02400
524,haution,02140,haution-02140
525,berzy-le-sec,02200,berzy-le-sec-02200
526,la vallée-au-blé,02140,la vallée-au-blé-02140
527,le catelet,02420,le catelet-02420
528,gizy,02350,gizy-02350
529,saint-algis,02260,saint-algis-02260
530,saint-aubin,02300,saint-aubin-02300
531,bancigny,02140,bancigny-02140
532,villeneuve-sur-fère,02130,villeneuve-sur-fère-02130
533,fleury,02600,fleury-02600
534,quincy-sous-le-mont,02220,quincy-sous-le-mont-02220
535,besny-et-loizy,02870,besny-et-loizy-02870
536,chéry-lès-rozoy,02360,chéry-lès-rozoy-02360
537,chauny,02300,chauny-02300
538,sommette-eaucourt,02480,sommette-eaucourt-02480
539,lierval,02860,lierval-02860
540,chézy-sur-marne,02570,chézy-sur-marne-02570
541,oulches-la-vallée-foulon,02160,oulches-la-vallée-foulon-02160
542,anizy-le-château,02320,anizy-le-château-02320
543,maizy,02160,maizy-02160
544,fourdrain,02870,fourdrain-02870
545,nampteuil-sous-muret,02200,nampteuil-sous-muret-02200
546,urcel,02000,urcel-02000
547,louâtre,02600,louâtre-02600
548,barzy-en-thiérache,02170,barzy-en-thiérache-02170
549,condé-en-brie,02330,condé-en-brie-02330
550,dampleux,02600,dampleux-02600
551,sommelans,02470,sommelans-02470
552,pontruet,02490,pontruet-02490
553,oigny-en-valois,02600,oigny-en-valois-02600
554,loupeigne,02130,loupeigne-02130
555,lhuys,02220,lhuys-02220
556,éparcy,02500,éparcy-02500
557,la chapelle-monthodon,02330,la chapelle-monthodon-02330
558,morsain,02290,morsain-02290
559,jaulgonne,02850,jaulgonne-02850
560,chermizy-ailles,02860,chermizy-ailles-02860
561,becquigny,02110,becquigny-02110
562,festieux,02840,festieux-02840
563,villers-lès-guise,02120,villers-lès-guise-02120
564,nampcelles-la-cour,02140,nampcelles-la-cour-02140
565,montigny-en-arrouaise,02110,montigny-en-arrouaise-02110
566,berrieux,02820,berrieux-02820
567,chigny,02120,chigny-02120
568,muret-et-crouttes,02210,muret-et-crouttes-02210
569,flavigny-le-grand-et-beaurain,02120,flavigny-le-grand-et-beaurain-02120
570,laon,02000,laon-02000
571,saint-clément,02360,saint-clément-02360
572,dercy,02270,dercy-02270
573,anguilcourt-le-sart,02800,anguilcourt-le-sart-02800
574,villers-en-prayères,02160,villers-en-prayères-02160
575,chalandry,02270,chalandry-02270
576,laval-en-laonnois,02860,laval-en-laonnois-02860
577,fressancourt,02800,fressancourt-02800
578,le sourd,02140,le sourd-02140
579,fontaine-notre-dame,02110,fontaine-notre-dame-02110
580,chéry-chartreuve,02220,chéry-chartreuve-02220
581,mortefontaine,02600,mortefontaine-02600
582,serain,02110,serain-02110
583,maast-et-violaine,02220,maast-et-violaine-02220
584,neuville-sur-ailette,02860,neuville-sur-ailette-02860
585,francilly-selency,02760,francilly-selency-02760
586,bézu-le-guéry,02310,bézu-le-guéry-02310
587,marle,02250,marle-02250
588,lemé,02140,lemé-02140
589,cierges,02130,cierges-02130
590,craonne,02160,craonne-02160
591,courtemont-varennes,02850,courtemont-varennes-02850
592,pommiers,02200,pommiers-02200
593,gland,02400,gland-02400
594,landouzy-la-cour,02140,landouzy-la-cour-02140
595,montigny-lès-condé,02330,montigny-lès-condé-02330
596,leuilly-sous-coucy,02380,leuilly-sous-coucy-02380
597,ploisy,02200,ploisy-02200
598,serval,02160,serval-02160
599,billy-sur-ourcq,02210,billy-sur-ourcq-02210
600,ambrief,02200,ambrief-02200
601,prisces,02140,prisces-02140
602,roupy,02590,roupy-02590
603,ronchères,02130,ronchères-02130
604,lugny,02140,lugny-02140
605,chézy-en-orxois,02810,chézy-en-orxois-02810
606,dhuizel,02220,dhuizel-02220
607,étampes-sur-marne,02400,étampes-sur-marne-02400
608,vaux-en-vermandois,02590,vaux-en-vermandois-02590
609,boué,02450,boué-02450
610,la fère,02800,la fère-02800
611,saint-michel,02830,saint-michel-02830
612,castres,02680,castres-02680
613,mesbrecourt-richecourt,02270,mesbrecourt-richecourt-02270
614,beugneux,02210,beugneux-02210
615,clermont-les-fermes,02340,clermont-les-fermes-02340
616,condren,02700,condren-02700
617,franqueville,02140,franqueville-02140
618,arcy-sainte-restitue,02130,arcy-sainte-restitue-02130
619,burelles,02140,burelles-02140
620,rocourt-saint-martin,02210,rocourt-saint-martin-02210
621,commenchon,02300,commenchon-02300
622,voulpaix,02140,voulpaix-02140
623,bucy-lès-cerny,02870,bucy-lès-cerny-02870
624,renansart,02240,renansart-02240
625,presles-et-boves,02370,presles-et-boves-02370
626,lavaqueresse,02450,lavaqueresse-02450
627,cuffies,02880,cuffies-02880
628,villequier-aumont,02300,villequier-aumont-02300
629,vendelles,02490,vendelles-02490
630,attilly,02490,attilly-02490
631,berlancourt,02250,berlancourt-02250
632,grisolles,02210,grisolles-02210
633,courcelles-sur-vesle,02220,courcelles-sur-vesle-02220
634,sons-et-ronchères,02270,sons-et-ronchères-02270
635,seringes-et-nesles,02130,seringes-et-nesles-02130
636,grandlup-et-fay,02350,grandlup-et-fay-02350
637,coincy,02210,coincy-02210
638,marly-gomont,02120,marly-gomont-02120
639,macogny,02470,macogny-02470
640,tartiers,02290,tartiers-02290
641,gibercourt,02440,gibercourt-02440
642,pontru,02490,pontru-02490
643,trélou-sur-marne,02850,trélou-sur-marne-02850
644,la ville-aux-bois-lès-dizy,02340,la ville-aux-bois-lès-dizy-02340
645,amigny-rouy,02700,amigny-rouy-02700
646,charmes,02800,charmes-02800
647,viffort,02540,viffort-02540
648,mâchecourt,02350,mâchecourt-02350
649,nogent-l'artaud,02310,nogent-l'artaud-02310
650,tannières,02220,tannières-02220
651,saint-erme-outre-et-ramecourt,02820,saint-erme-outre-et-ramecourt-02820
652,jouaignes,02220,jouaignes-02220
653,vaucelles-et-beffecourt,02000,vaucelles-et-beffecourt-02000
654,lesquielles-saint-germain,02120,lesquielles-saint-germain-02120
655,aizy-jouy,02370,aizy-jouy-02370
656,faucoucourt,02320,faucoucourt-02320
657,chavigny,02880,chavigny-02880
658,veuilly-la-poterie,02810,veuilly-la-poterie-02810
659,mézy-moulins,02650,mézy-moulins-02650
660,gernicourt,02160,gernicourt-02160
661,quincy-basse,02380,quincy-basse-02380
662,sergy,02130,sergy-02130
663,toulis-et-attencourt,02250,toulis-et-attencourt-02250
664,puiseux-en-retz,02600,puiseux-en-retz-02600
665,leuze,02500,leuze-02500
666,crézancy,02650,crézancy-02650
667,noyales,02120,noyales-02120
668,marigny-en-orxois,02810,marigny-en-orxois-02810
669,foreste,02590,foreste-02590
670,wissignicourt,02320,wissignicourt-02320
671,tavaux-et-pontséricourt,02250,tavaux-et-pontséricourt-02250
672,saponay,02130,saponay-02130
673,ébouleau,02350,ébouleau-02350
674,orainville,02190,orainville-02190
675,missy-lès-pierrepont,02350,missy-lès-pierrepont-02350
676,neuilly-saint-front,02470,neuilly-saint-front-02470
677,tergnier,02700,tergnier-02700
678,la ferté-milon,02460,la ferté-milon-02460
679,bassoles-aulers,02380,bassoles-aulers-02380
680,le verguier,02490,le verguier-02490
681,ostel,02370,ostel-02370
682,sissy,02240,sissy-02240
683,leury,02880,leury-02880
684,la croix-sur-ourcq,02210,la croix-sur-ourcq-02210
685,pernant,02200,pernant-02200
686,étreux,02510,étreux-02510
687,bruys,02220,bruys-02220
688,fontenelle,02170,fontenelle-02170
689,cerseuil,02220,cerseuil-02220
690,voharies,02140,voharies-02140
691,saint-pierre-aigle,02600,saint-pierre-aigle-02600
692,saint-martin-rivière,02110,saint-martin-rivière-02110
693,nanteuil-notre-dame,02210,nanteuil-notre-dame-02210
694,selens,02300,selens-02300
695,monthenault,02860,monthenault-02860
696,saint-eugène,02330,saint-eugène-02330
697,étouvelles,02000,étouvelles-02000
698,faverolles,02600,faverolles-02600
699,lislet,02340,lislet-02340
700,vendeuil,02800,vendeuil-02800
701,folembray,02670,folembray-02670
702,courbes,02800,courbes-02800
703,chacrise,02200,chacrise-02200
704,serches,02220,serches-02220
705,acy,02200,acy-02200
706,verneuil-sous-coucy,02380,verneuil-sous-coucy-02380
707,bazoches-sur-vesles,02220,bazoches-sur-vesles-02220
708,mauregny-en-haye,02820,mauregny-en-haye-02820
709,hartennes-et-taux,02210,hartennes-et-taux-02210
710,vasseny,02220,vasseny-02220
711,merval,02160,merval-02160
712,corcy,02600,corcy-02600
713,bony,02420,bony-02420
714,breny,02210,breny-02210
715,brécy,02210,brécy-02210
716,bruyères-sur-fère,02130,bruyères-sur-fère-02130
717,flavy-le-martel,02520,flavy-le-martel-02520
718,pancy-courtecon,02860,pancy-courtecon-02860
719,bosmont-sur-serre,02250,bosmont-sur-serre-02250
720,missy-aux-bois,02200,missy-aux-bois-02200
721,surfontaine,02240,surfontaine-02240
722,dagny-lambercy,02140,dagny-lambercy-02140
723,lanchy,02590,lanchy-02590
724,vaudesson,02320,vaudesson-02320
725,cœuvres-et-valsery,02600,cœuvres-et-valsery-02600
726,épieds,02400,épieds-02400
727,villeneuve-saint-germain,02200,villeneuve-saint-germain-02200
728,alaincourt,02240,alaincourt-02240
729,soucy,02600,soucy-02600
730,archon,02360,archon-02360
731,pargny-filain,02000,pargny-filain-02000
732,germaine,02590,germaine-02590
733,la neuville-housset,02250,la neuville-housset-02250
734,belleau,02400,belleau-02400
735,paars,02220,paars-02220
736,laniscourt,02000,laniscourt-02000
737,sermoise,02220,sermoise-02220
738,barenton-bugny,02000,barenton-bugny-02000
739,quierzy,02300,quierzy-02300
740,cerizy,02240,cerizy-02240
741,la ferté-chevresis,02270,la ferté-chevresis-02270
742,ramicourt,02110,ramicourt-02110
743,bussiares,02810,bussiares-02810
744,bernot,02120,bernot-02120
745,lerzy,02260,lerzy-02260
746,samoussy,02840,samoussy-02840
747,grougis,02110,grougis-02110
748,macquigny,02120,macquigny-02120
749,la flamengrie,02260,la flamengrie-02260
750,servais,02700,servais-02700
751,bertricourt,02190,bertricourt-02190
752,osly-courtil,02290,osly-courtil-02290
753,verneuil-sur-serre,02000,verneuil-sur-serre-02000
754,mayot,02800,mayot-02800
755,wassigny,02630,wassigny-02630
756,barenton-cel,02000,barenton-cel-02000
757,englancourt,02260,englancourt-02260
758,athies-sous-laon,02840,athies-sous-laon-02840
759,froidestrées,02260,froidestrées-02260
760,la malmaison,02190,la malmaison-02190
761,manicamp,02300,manicamp-02300
762,barenton-sur-serre,02270,barenton-sur-serre-02270
763,audigny,02120,audigny-02120
764,ohis,02500,ohis-02500
765,martigny,02500,martigny-02500
766,barisis,02700,barisis-02700
767,épaux-bézu,02400,épaux-bézu-02400
768,abbécourt,02300,abbécourt-02300
769,hauteville,02120,hauteville-02120
770,benay,02440,benay-02440
771,la neuville-en-beine,02300,la neuville-en-beine-02300
772,tupigny,02120,tupigny-02120
773,vervins,02140,vervins-02140
774,dorengt,02450,dorengt-02450
775,saint-gobert,02140,saint-gobert-02140
776,parcy-et-tigny,02210,parcy-et-tigny-02210
777,saint-pierre-lès-franqueville,02140,saint-pierre-lès-franqueville-02140
778,mont-notre-dame,02220,mont-notre-dame-02220
779,mont-saint-martin,02220,mont-saint-martin-02220
780,chierry,02400,chierry-02400
781,cutry,02600,cutry-02600
782,chevennes,02250,chevennes-02250
783,montigny-le-franc,02250,montigny-le-franc-02250
784,bourg-et-comin,02160,bourg-et-comin-02160
785,saint-agnan,02330,saint-agnan-02330
786,coulonges-cohan,02130,coulonges-cohan-02130
787,prémontré,02320,prémontré-02320
788,courtrizy-et-fussigny,02820,courtrizy-et-fussigny-02820
789,jumencourt,02380,jumencourt-02380
790,clairfontaine,02260,clairfontaine-02260
791,sequehart,02420,sequehart-02420
792,agnicourt-et-séchelles,02340,agnicourt-et-séchelles-02340
793,roucy,02160,roucy-02160
794,prémont,02110,prémont-02110
795,clastres,02440,clastres-02440
796,le charmel,02850,le charmel-02850
797,allemant,02320,allemant-02320
798,mont-saint-père,02400,mont-saint-père-02400
799,parfondeval,02360,parfondeval-02360
800,chivres-val,02880,chivres-val-02880
801,aubencheul-aux-bois,02420,aubencheul-aux-bois-02420
802,montfaucon,02540,montfaucon-02540
803,autels,02360,autels-02360
804,fontenoy,02290,fontenoy-02290
805,crécy-au-mont,02380,crécy-au-mont-02380
806,morcourt,02100,morcourt-02100
807,neuville-sur-margival,02880,neuville-sur-margival-02880
808,cys-la-commune,02220,cys-la-commune-02220
809,marizy-saint-mard,02470,marizy-saint-mard-02470
810,villeret,02420,villeret-02420
811,amifontaine,02190,amifontaine-02190
812,fontaine-uterte,02110,fontaine-uterte-02110
813,dolignon,02360,dolignon-02360
814,étaves-et-bocquiaux,02110,étaves-et-bocquiaux-02110
815,rocquigny,02260,rocquigny-02260
816,mortiers,02270,mortiers-02270
817,rozoy-sur-serre,02360,rozoy-sur-serre-02360
818,malzy,02120,malzy-02120
819,bellenglise,02420,bellenglise-02420
820,cerny-en-laonnois,02860,cerny-en-laonnois-02860
821,montloué,02340,montloué-02340
822,sainte-geneviève,02340,sainte-geneviève-02340
823,neuve-maison,02500,neuve-maison-02500
824,bézu-saint-germain,02400,bézu-saint-germain-02400
825,étréaupont,02580,étréaupont-02580
826,berthenicourt,02240,berthenicourt-02240
827,thiernu,02250,thiernu-02250
828,laigny,02140,laigny-02140
829,aisonville-et-bernoville,02110,aisonville-et-bernoville-02110
830,crouy,02880,crouy-02880
831,hirson,02500,hirson-02500
832,bagneux,02290,bagneux-02290
833,autremencourt,02250,autremencourt-02250
834,la celle-sous-montmirail,02540,la celle-sous-montmirail-02540
835,condé-sur-aisne,02370,condé-sur-aisne-02370
836,blérancourt,02300,blérancourt-02300
837,monthurel,02330,monthurel-02330
838,petit-verly,02630,petit-verly-02630
839,soize,02340,soize-02340
840,saconin-et-breuil,02200,saconin-et-breuil-02200
841,largny-sur-automne,02600,largny-sur-automne-02600
842,sommeron,02260,sommeron-02260
843,veslud,02840,veslud-02840
844,liesse-notre-dame,02350,liesse-notre-dame-02350
845,chaudun,02200,chaudun-02200
846,vuillery,02880,vuillery-02880
847,omissy,02100,omissy-02100
848,pavant,02310,pavant-02310
849,missy-sur-aisne,02880,missy-sur-aisne-02880
850,cugny,02480,cugny-02480
851,parfondru,02840,parfondru-02840
852,coingt,02360,coingt-02360
853,fonsomme,02110,fonsomme-02110
854,dury,02480,dury-02480
855,royaucourt-et-chailvet,02000,royaucourt-et-chailvet-02000
856,landricourt,02380,landricourt-02380
857,sissonne,02150,sissonne-02150
858,berlise,02340,berlise-02340
859,ribemont,02240,ribemont-02240
860,sains-richaumont,02120,sains-richaumont-02120
861,filain,02000,filain-02000
862,chevregny,02000,chevregny-02000
863,montchâlons,02860,montchâlons-02860
864,brumetz,02810,brumetz-02810
865,taillefontaine,02600,taillefontaine-02600
866,guny,02300,guny-02300
867,fresnoy-le-grand,02230,fresnoy-le-grand-02230
868,nouvron-vingré,02290,nouvron-vingré-02290
869,magny-la-fosse,02420,magny-la-fosse-02420
870,cuisy-en-almont,02200,cuisy-en-almont-02200
871,montbavin,02000,montbavin-02000
872,vorges,02860,vorges-02860
873,montescourt-lizerolles,02440,montescourt-lizerolles-02440
874,pont-arcy,02160,pont-arcy-02160
875,grugies,02680,grugies-02680
876,bieuxy,02290,bieuxy-02290
877,marcy,02720,marcy-02720
878,braine,02220,braine-02220
879,orgeval,02860,orgeval-02860
880,marest-dampcourt,02300,marest-dampcourt-02300
